epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,37.1584,1.51454,1.61575,1.48921,0.37185,0.78095,0.48096,0.20335,1.97657,3.44618,2.05508,0.000391088,0.000391088,0.000391088
22,38.6818,1.41266,1.38401,1.38905,0.51465,0.86692,0.69921,0.31766,1.82499,2.36184,1.87561,0.000406787,0.000406787,0.000406787
23,40.4079,1.28608,1.35829,1.20006,0.81076,0.55312,0.64497,0.26082,1.96365,2.24397,2.06975,0.000422172,0.000422172,0.000422172
24,42.013,1.38183,1.32182,1.27996,0.7296,0.45,0.62697,0.23676,1.91891,2.05453,2.03363,0.000437243,0.000437243,0.000437243
25,43.5126,1.24507,1.42327,1.30427,0.72286,0.69827,0.69569,0.3244,1.78583,1.63966,1.8583,0.000451999,0.000451999,0.000451999
26,44.9922,1.42032,1.30411,1.3,0.63434,0.65828,0.70969,0.30789,1.78745,1.85662,1.8078,0.000466441,0.000466441,0.000466441
27,46.4655,1.45024,1.33735,1.32216,0.55507,0.61391,0.45397,0.18732,1.9635,1.96374,1.9623,0.000480569,0.000480569,0.000480569
28,47.9607,1.39453,1.27297,1.22498,0.72087,0.50092,0.57374,0.25445,1.87362,1.99869,1.9303,0.000494383,0.000494383,0.000494383
29,49.453,1.24998,1.24136,1.24583,0.83174,0.51945,0.69852,0.33064,1.70738,1.77333,1.82211,0.000507883,0.000507883,0.000507883
30,50.9387,1.33172,1.15867,1.30863,0.73971,0.62884,0.71777,0.35327,1.85628,1.55869,2.1562,0.000521068,0.000521068,0.000521068
31,52.4057,1.30097,1.19046,1.23571,0.92686,0.56163,0.67624,0.3116,1.86395,1.56539,2.22574,0.000533939,0.000533939,0.000533939
32,53.9051,1.55493,1.35351,1.3742,0.63403,0.84363,0.76411,0.37232,1.66434,1.45633,1.91777,0.000546495,0.000546495,0.000546495
33,55.4031,1.43003,1.23402,1.24914,0.63215,0.55858,0.65843,0.34775,1.75963,1.72569,1.97713,0.000558738,0.000558738,0.000558738
34,56.9197,1.57592,1.3315,1.45222,0.76707,0.58776,0.68352,0.3158,1.86835,2.07218,2.15695,0.000570666,0.000570666,0.000570666
35,58.4039,1.33882,1.08739,1.24285,0.76517,0.6498,0.77436,0.38848,1.72332,1.86946,1.91743,0.00058228,0.00058228,0.00058228
36,59.9245,1.45019,1.05986,1.26895,0.88563,0.54243,0.70185,0.38802,1.72327,2.00264,1.9049,0.00059358,0.00059358,0.00059358
37,61.4158,1.22062,0.98295,1.21576,0.75688,0.72556,0.77662,0.39893,1.6951,2.19867,1.90034,0.000604565,0.000604565,0.000604565
38,62.9194,1.14519,1.00211,1.1972,0.79092,0.63599,0.75248,0.43379,1.62111,1.89414,1.82853,0.000615236,0.000615236,0.000615236
39,64.4482,1.42187,1.18763,1.28972,0.68169,0.75595,0.77497,0.47691,1.60003,1.87205,1.88659,0.000625593,0.000625593,0.000625593
40,65.9826,1.28514,1.06561,1.32965,0.79452,0.67865,0.72778,0.39896,1.76972,1.8717,2.07579,0.000635636,0.000635636,0.000635636
41,67.5402,1.18487,0.94912,1.22313,0.78242,0.71429,0.73958,0.4236,1.62965,2.74227,1.83138,0.000645364,0.000645364,0.000645364
42,69.0613,1.12817,0.91033,1.16488,0.57526,0.79376,0.73821,0.38789,1.64492,2.24249,1.86433,0.000654778,0.000654778,0.000654778
43,70.6548,1.19723,1.21071,1.16539,0.85483,0.57913,0.67147,0.37339,1.65673,1.98771,1.95554,0.000663878,0.000663878,0.000663878
44,72.1611,1.28876,1.161,1.3132,0.87437,0.59345,0.64822,0.35679,1.69411,1.93463,1.95476,0.000672664,0.000672664,0.000672664
45,73.6992,1.21445,1.12548,1.27686,0.81419,0.59286,0.6522,0.40504,1.63751,2.34405,1.89284,0.000681135,0.000681135,0.000681135
46,75.2345,1.18032,1.03905,1.2376,0.59741,0.67619,0.69675,0.35368,1.78671,2.34471,2.10301,0.000689292,0.000689292,0.000689292
47,76.8502,1.33162,1.01718,1.30653,0.874,0.68273,0.74587,0.40167,1.65604,3.29677,1.97754,0.000697135,0.000697135,0.000697135
48,78.331,1.24039,0.99387,1.18273,0.80451,0.62248,0.67791,0.35473,1.69825,3.27733,1.94439,0.000704664,0.000704664,0.000704664
49,79.8355,1.19063,0.92141,1.27747,0.53163,0.79556,0.55808,0.28746,1.75561,4.05165,2.04701,0.000711878,0.000711878,0.000711878
50,81.3679,1.29368,1.01512,1.35114,0.53014,0.73826,0.58963,0.3198,1.68263,5.6215,1.94054,0.000718778,0.000718778,0.000718778
51,82.9696,1.15653,0.90609,1.20278,0.4259,0.63214,0.51661,0.24361,1.83467,2.7417,2.06708,0.000718182,0.000718182,0.000718182
52,84.5889,1.36882,1.11758,1.3836,0.5677,0.54528,0.54147,0.29166,1.68015,2.46467,1.93045,0.000710326,0.000710326,0.000710326
53,86.1713,1.47644,1.17956,1.43657,0.488,0.70357,0.47968,0.26153,1.66827,4.73294,1.83688,0.000702469,0.000702469,0.000702469
54,87.7107,1.49745,1.16821,1.47252,0.47319,0.74066,0.4775,0.26385,1.81271,5.86824,1.94211,0.000694613,0.000694613,0.000694613
55,89.2255,1.3214,1.1469,1.31552,0.44472,0.58799,0.51365,0.3082,1.7721,6.46962,1.95502,0.000686757,0.000686757,0.000686757
56,90.8371,1.28327,1.14221,1.37951,0.65601,0.45467,0.56291,0.31833,1.70271,5.69079,1.83346,0.0006789,0.0006789,0.0006789
57,92.391,1.2319,1.04892,1.25814,0.7594,0.65369,0.75269,0.38272,1.70581,2.39792,1.7869,0.000671044,0.000671044,0.000671044
58,93.9598,1.22644,1.04004,1.21367,0.66547,0.69652,0.77517,0.35058,1.84877,2.33468,1.99052,0.000663188,0.000663188,0.000663188
59,95.4605,1.26111,1.07313,1.30191,0.6093,0.625,0.69279,0.33258,1.82278,3.97137,1.99005,0.000655331,0.000655331,0.000655331
60,96.966,1.23507,0.99065,1.19582,0.40066,0.62015,0.59418,0.34998,1.81321,4.38771,1.92611,0.000647475,0.000647475,0.000647475
61,98.4799,1.22645,0.98399,1.27177,0.31796,0.74794,0.60271,0.30512,1.7543,3.26894,1.9062,0.000639619,0.000639619,0.000639619
62,100.012,1.28727,1.1147,1.21936,0.64084,0.47024,0.57583,0.2965,1.87685,3.02796,2.02361,0.000631762,0.000631762,0.000631762
63,101.5,1.16142,1.03821,1.18592,0.30779,0.72771,0.56015,0.29929,1.71872,3.6447,1.91118,0.000623906,0.000623906,0.000623906
64,102.99,1.09605,0.85291,1.17091,0.29646,0.6619,0.55581,0.31957,1.55225,3.57092,1.75872,0.000616049,0.000616049,0.000616049
65,104.507,1.17115,0.82091,1.14716,0.34966,0.74057,0.67516,0.34184,1.62905,3.02067,1.84001,0.000608193,0.000608193,0.000608193
66,105.998,1.35168,1.45295,1.28537,0.40624,0.78095,0.71259,0.36437,1.71303,2.40915,1.93117,0.000600337,0.000600337,0.000600337
67,107.494,1.27961,0.88617,1.28486,0.38439,0.70658,0.5666,0.31858,1.65592,2.31703,1.8998,0.00059248,0.00059248,0.00059248
68,109.003,1.11626,0.93069,1.21656,0.47853,0.69399,0.56714,0.30842,1.6522,2.19254,1.79047,0.000584624,0.000584624,0.000584624
69,110.506,1.23401,0.9301,1.15461,0.80198,0.68671,0.68891,0.36104,1.69792,2.10719,1.83206,0.000576768,0.000576768,0.000576768
70,111.993,1.12359,0.87826,1.18576,0.58889,0.6158,0.59286,0.3101,1.79532,2.14202,1.96219,0.000568911,0.000568911,0.000568911
71,113.459,1.13398,0.79872,1.16324,0.63739,0.46238,0.55159,0.29572,1.76933,2.48885,1.96706,0.000561055,0.000561055,0.000561055
72,114.959,1.13045,0.85877,1.17215,0.63828,0.58452,0.65746,0.317,1.7278,2.55678,1.89812,0.000553199,0.000553199,0.000553199
73,116.443,1.18267,0.85176,1.19546,0.72373,0.58399,0.68124,0.34197,1.70846,2.48329,1.83976,0.000545342,0.000545342,0.000545342
74,117.935,1.08008,0.82058,1.18567,0.52535,0.58184,0.58858,0.31349,1.67131,2.36074,1.81274,0.000537486,0.000537486,0.000537486
75,119.418,0.97594,0.84375,1.09289,0.45731,0.62024,0.62164,0.32935,1.64276,2.09731,1.78307,0.00052963,0.00052963,0.00052963
76,120.932,1.20623,0.84516,1.22707,0.49069,0.62024,0.57509,0.31595,1.69507,2.04726,1.86053,0.000521773,0.000521773,0.000521773
77,122.415,1.1521,0.76149,1.16313,0.49626,0.65595,0.57309,0.31719,1.66313,2.13982,1.80316,0.000513917,0.000513917,0.000513917
78,123.765,1.13627,0.78785,1.26634,0.54815,0.6434,0.58295,0.32993,1.60209,2.13907,1.71776,0.00050606,0.00050606,0.00050606
79,125.266,1.16708,0.89506,1.163,0.44114,0.67265,0.58567,0.32501,1.60631,2.06438,1.74116,0.000498204,0.000498204,0.000498204
80,126.749,1.15967,0.8759,1.20458,0.61112,0.69167,0.65663,0.37129,1.58228,1.97267,1.75132,0.000490348,0.000490348,0.000490348
81,128.213,1.02457,0.74514,1.18998,0.62115,0.69167,0.69982,0.37008,1.63374,1.75515,1.77888,0.000482491,0.000482491,0.000482491
82,129.68,0.93745,0.68642,1.03014,0.67445,0.65595,0.71581,0.40057,1.63408,1.66773,1.75861,0.000474635,0.000474635,0.000474635
83,131.138,1.00055,0.73101,1.11009,0.68739,0.62024,0.71609,0.39333,1.60049,1.59845,1.70966,0.000466779,0.000466779,0.000466779
84,132.634,1.0349,0.81278,1.22276,0.46203,0.6942,0.65249,0.36116,1.50712,1.66083,1.65134,0.000458922,0.000458922,0.000458922
85,134.126,0.95206,0.7132,1.1055,0.59761,0.5131,0.63058,0.33194,1.51326,1.70982,1.60387,0.000451066,0.000451066,0.000451066
86,135.609,0.89718,0.70833,1.11654,0.63727,0.64705,0.71634,0.40315,1.51692,1.58259,1.59605,0.00044321,0.00044321,0.00044321
87,137.094,0.91754,0.72504,1.06656,0.82086,0.55476,0.77638,0.43855,1.52336,1.45914,1.6308,0.000435353,0.000435353,0.000435353
88,138.55,1.08151,0.77373,1.17903,0.63401,0.67361,0.79524,0.42353,1.58955,1.48036,1.67447,0.000427497,0.000427497,0.000427497
89,140.032,1.06722,0.72786,1.18479,0.61496,0.58963,0.74669,0.39704,1.61314,1.47224,1.66737,0.000419641,0.000419641,0.000419641
90,141.526,1.02149,0.7094,1.12196,0.65792,0.59295,0.76891,0.4206,1.54899,1.43596,1.62035,0.000411784,0.000411784,0.000411784
91,142.997,0.87229,0.66114,1.09545,0.67084,0.60393,0.76357,0.45036,1.5264,1.37689,1.62753,0.000403928,0.000403928,0.000403928
92,144.499,0.87603,0.88575,1.08402,0.7838,0.59632,0.79669,0.47308,1.56146,1.45224,1.61861,0.000396071,0.000396071,0.000396071
93,145.972,0.9075,0.63431,1.09884,0.92018,0.60766,0.8171,0.49014,1.52414,1.2941,1.63025,0.000388215,0.000388215,0.000388215
94,147.491,0.95772,0.72193,1.13634,0.8717,0.615,0.82853,0.48459,1.50849,1.11459,1.64912,0.000380359,0.000380359,0.000380359
95,148.951,0.96697,0.69203,1.05603,0.62574,0.74442,0.80518,0.46128,1.56272,1.06176,1.67368,0.000372502,0.000372502,0.000372502
96,150.416,0.88196,0.64991,1.0579,0.75127,0.7294,0.81633,0.45501,1.63504,1.177,1.73647,0.000364646,0.000364646,0.000364646
97,151.87,1.09562,0.76264,1.25859,0.68857,0.78096,0.79975,0.44617,1.63973,1.23861,1.73067,0.00035679,0.00035679,0.00035679
98,153.333,0.93151,0.70123,1.07448,0.71884,0.7852,0.77069,0.46208,1.59105,1.22426,1.67308,0.000348933,0.000348933,0.000348933
99,154.862,0.92817,0.65968,1.09532,0.72224,0.7847,0.78107,0.45004,1.55698,1.15315,1.63336,0.000341077,0.000341077,0.000341077
100,156.398,0.96238,0.7453,1.09515,0.63519,0.77777,0.79138,0.45478,1.61045,1.24201,1.66514,0.000333221,0.000333221,0.000333221
101,157.872,0.82765,0.63414,1.02959,0.68103,0.76567,0.82765,0.4654,1.6171,1.21797,1.68237,0.000325364,0.000325364,0.000325364
102,159.346,1.00018,0.76586,1.19013,0.77027,0.73717,0.85085,0.50063,1.55193,1.04266,1.66698,0.000317508,0.000317508,0.000317508
103,160.834,0.91884,0.64681,0.99196,0.73615,0.8231,0.85178,0.51038,1.52687,1.02188,1.65919,0.000309652,0.000309652,0.000309652
104,162.351,0.81591,0.60821,1.0109,0.84629,0.74912,0.83765,0.48541,1.54801,1.00814,1.68142,0.000301795,0.000301795,0.000301795
105,163.818,0.797,0.58842,1.03624,0.75812,0.81935,0.81944,0.47336,1.57138,1.00214,1.69424,0.000293939,0.000293939,0.000293939
106,165.301,0.87538,0.57831,1.00304,0.81234,0.73194,0.81331,0.49052,1.57175,1.01174,1.68697,0.000286083,0.000286083,0.000286083
107,166.795,0.92131,0.69814,1.06323,0.79011,0.74546,0.81788,0.47544,1.60996,1.05799,1.66625,0.000278226,0.000278226,0.000278226
108,168.309,0.78764,0.57588,0.98404,0.8341,0.71124,0.81258,0.47625,1.57626,1.10335,1.62694,0.00027037,0.00027037,0.00027037
109,169.838,0.8851,0.65424,1.01301,0.80206,0.76425,0.82046,0.49321,1.52152,1.07646,1.59801,0.000262513,0.000262513,0.000262513
110,171.301,0.73469,0.66656,0.9605,0.77452,0.80212,0.84018,0.49529,1.52262,1.0196,1.62751,0.000254657,0.000254657,0.000254657
111,172.755,0.91384,0.66494,1.05565,0.73442,0.80234,0.84635,0.48208,1.52166,0.99737,1.66025,0.000246801,0.000246801,0.000246801
112,174.234,0.98457,0.73764,1.17604,0.71168,0.84524,0.84626,0.48531,1.49487,0.9919,1.64861,0.000238944,0.000238944,0.000238944
113,175.704,0.7967,0.5587,1.03151,0.78714,0.72619,0.83727,0.49472,1.49212,0.97901,1.62186,0.000231088,0.000231088,0.000231088
114,177.179,0.75741,0.52117,0.97892,0.86835,0.72554,0.83141,0.50172,1.50855,0.96496,1.62134,0.000223232,0.000223232,0.000223232
115,178.625,0.75952,0.59698,0.99108,0.8398,0.69048,0.80961,0.49008,1.54393,0.97734,1.6388,0.000215375,0.000215375,0.000215375
116,180.106,0.77089,0.66486,1.00382,0.89089,0.68721,0.8527,0.51481,1.52457,0.96615,1.62028,0.000207519,0.000207519,0.000207519
117,181.688,0.68054,0.54433,0.94838,0.7728,0.79148,0.85352,0.51267,1.49107,0.99713,1.59095,0.000199663,0.000199663,0.000199663
118,183.148,0.64188,0.47155,0.96645,0.7798,0.75751,0.83246,0.49607,1.48759,1.15028,1.58874,0.000191806,0.000191806,0.000191806
119,184.61,0.77873,0.56357,1.02919,0.78212,0.75515,0.83527,0.50401,1.50327,1.18045,1.59358,0.00018395,0.00018395,0.00018395
120,186.098,0.78617,0.61941,1.00145,0.78585,0.7447,0.82638,0.49268,1.51736,1.14342,1.60722,0.000176094,0.000176094,0.000176094
121,187.622,0.79793,0.57742,0.99478,0.75801,0.79806,0.82488,0.49717,1.51748,1.16271,1.61508,0.000168237,0.000168237,0.000168237
122,189.195,0.79873,0.59652,0.99693,0.77657,0.80609,0.82232,0.48456,1.52964,1.1304,1.63111,0.000160381,0.000160381,0.000160381
123,190.729,0.62921,0.48164,0.91537,0.7732,0.79816,0.82326,0.49733,1.54139,1.09413,1.64153,0.000152524,0.000152524,0.000152524
124,192.275,0.72651,0.53309,0.96777,0.71416,0.75276,0.80352,0.48755,1.56522,1.13928,1.67019,0.000144668,0.000144668,0.000144668
125,193.764,0.71871,0.54695,0.95952,0.71047,0.75043,0.79836,0.47375,1.58731,1.19422,1.70725,0.000136812,0.000136812,0.000136812
126,195.279,0.73967,0.54212,0.96534,0.70279,0.78946,0.79979,0.4743,1.58612,1.14833,1.71785,0.000128955,0.000128955,0.000128955
127,196.82,0.75548,0.63449,0.9936,0.81685,0.82949,0.83734,0.4908,1.57307,1.09621,1.70886,0.000121099,0.000121099,0.000121099
128,198.426,0.71082,0.50787,0.95482,0.80825,0.82868,0.84405,0.4971,1.56295,1.07997,1.70325,0.000113243,0.000113243,0.000113243
129,199.998,0.68364,0.54739,1.01808,0.80981,0.82437,0.83774,0.50181,1.54798,1.07123,1.68713,0.000105386,0.000105386,0.000105386
130,201.597,0.60896,0.47558,0.9654,0.80884,0.78771,0.83307,0.48609,1.5438,1.09609,1.67677,9.75299e-05,9.75299e-05,9.75299e-05
131,217.062,0.83089,0.56431,1.13774,0.78891,0.80297,0.83054,0.49717,1.53997,1.12046,1.669,8.96736e-05,8.96736e-05,8.96736e-05
132,218.558,0.66043,0.46782,0.92316,0.77378,0.79245,0.81965,0.49108,1.5414,1.15749,1.67112,8.18172e-05,8.18172e-05,8.18172e-05
133,220.057,0.78872,0.49391,1.05722,0.78768,0.83643,0.82343,0.49082,1.53804,1.17352,1.67359,7.39609e-05,7.39609e-05,7.39609e-05
134,221.499,0.68202,0.479,1.05335,0.78906,0.83839,0.80931,0.47758,1.54262,1.18446,1.67543,6.61045e-05,6.61045e-05,6.61045e-05
135,222.959,0.85743,0.54604,1.00225,0.79084,0.83914,0.80565,0.47364,1.54541,1.21665,1.67289,5.82481e-05,5.82481e-05,5.82481e-05
136,224.434,0.57548,0.46896,0.87628,0.79524,0.84007,0.80422,0.46747,1.55448,1.24904,1.67547,5.03918e-05,5.03918e-05,5.03918e-05
137,225.926,0.63572,0.43797,0.99936,0.79567,0.83667,0.82216,0.48354,1.56658,1.27306,1.68049,4.25354e-05,4.25354e-05,4.25354e-05
138,227.417,0.77573,0.498,1.04719,0.79199,0.8119,0.82349,0.48431,1.56917,1.28299,1.68307,3.46791e-05,3.46791e-05,3.46791e-05
139,228.889,0.49705,0.37955,0.90411,0.78539,0.80288,0.81817,0.48218,1.56957,1.28521,1.68519,2.68227e-05,2.68227e-05,2.68227e-05
140,230.367,0.64874,0.45589,1.02658,0.78879,0.80231,0.81834,0.47891,1.56652,1.28374,1.68314,1.89664e-05,1.89664e-05,1.89664e-05
