epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,331.647,1.0607,0.86995,1.18278,0.69849,0.81804,0.79348,0.47509,1.58119,1.09323,1.76294,0.000572054,0.000572054,0.000572054
51,337.174,1.05344,0.79059,1.18817,0.64075,0.81736,0.79144,0.45932,1.59175,1.07854,1.79526,0.000561055,0.000561055,0.000561055
52,342.004,0.97713,0.79015,1.17189,0.70166,0.78376,0.77995,0.45291,1.55269,1.08382,1.75865,0.000550056,0.000550056,0.000550056
53,347.281,1.0345,0.7081,1.17252,0.66273,0.70952,0.7799,0.43844,1.54262,1.09459,1.71186,0.000539057,0.000539057,0.000539057
54,353.828,0.997,0.77504,1.18178,0.8383,0.69646,0.81783,0.45672,1.52062,1.08203,1.68008,0.000528058,0.000528058,0.000528058
55,360.298,0.94904,0.74191,1.10943,0.82154,0.73682,0.81905,0.47271,1.52337,1.06956,1.70266,0.000517059,0.000517059,0.000517059
56,366.738,0.9897,0.76725,1.13749,0.71087,0.79702,0.84268,0.46928,1.5691,1.01202,1.75841,0.00050606,0.00050606,0.00050606
57,371.841,0.95642,0.74994,1.13846,0.71039,0.80528,0.8481,0.49551,1.57553,0.95013,1.76945,0.000495062,0.000495062,0.000495062
58,377.429,0.97728,0.7236,1.15096,0.67788,0.89717,0.85445,0.49473,1.58425,0.91937,1.79312,0.000484063,0.000484063,0.000484063
59,382.543,0.99667,0.74186,1.13826,0.75194,0.78929,0.87411,0.51226,1.60193,0.89913,1.81237,0.000473064,0.000473064,0.000473064
60,387.807,0.93709,0.75148,1.11866,0.75188,0.84308,0.87225,0.48268,1.68304,0.97102,1.89578,0.000462065,0.000462065,0.000462065
61,392.773,0.94819,0.73444,1.16238,0.68941,0.86557,0.86301,0.4693,1.6648,0.99055,1.85047,0.000451066,0.000451066,0.000451066
62,399.851,0.96264,0.82927,1.13694,0.66637,0.90435,0.83407,0.45005,1.68456,1.04079,1.85668,0.000440067,0.000440067,0.000440067
63,406.315,0.88377,0.69952,1.07763,0.65481,0.90253,0.8348,0.45383,1.63445,1.15941,1.83109,0.000429068,0.000429068,0.000429068
64,413.054,0.89683,0.70379,1.07757,0.78191,0.74977,0.84453,0.46932,1.59224,1.01703,1.79107,0.000418069,0.000418069,0.000418069
65,420.583,0.83122,0.61097,1.026,0.74096,0.84936,0.84841,0.49104,1.59529,0.97518,1.78322,0.00040707,0.00040707,0.00040707
66,428.205,0.85302,0.70157,1.10946,0.79023,0.83095,0.8513,0.47768,1.59031,0.96538,1.77859,0.000396071,0.000396071,0.000396071
67,436.356,0.84371,0.70053,1.05032,0.74477,0.85016,0.87143,0.50124,1.60019,0.97612,1.77787,0.000385073,0.000385073,0.000385073
68,444.965,0.87472,0.62838,1.13541,0.83383,0.74043,0.86465,0.47294,1.61292,1.0622,1.81118,0.000374074,0.000374074,0.000374074
69,452.404,0.94981,0.73416,1.1568,0.85047,0.72282,0.84549,0.46757,1.62949,1.1219,1.81931,0.000363075,0.000363075,0.000363075
70,458.547,0.9,0.64526,1.11242,0.83162,0.72154,0.83964,0.47108,1.6307,1.17963,1.8002,0.000352076,0.000352076,0.000352076
71,464.218,0.8436,0.64224,1.05795,0.80672,0.72161,0.83494,0.47314,1.61182,1.14386,1.77921,0.000341077,0.000341077,0.000341077
72,470.093,0.8594,0.63193,1.05038,0.73013,0.74825,0.80584,0.44453,1.65494,1.1989,1.81632,0.000330078,0.000330078,0.000330078
73,474.855,0.8266,0.62869,1.09838,0.67434,0.69861,0.81174,0.43658,1.66965,1.22072,1.82664,0.000319079,0.000319079,0.000319079
74,480.677,0.87138,0.65371,1.08252,0.67684,0.70952,0.82385,0.44873,1.66772,1.25312,1.8078,0.00030808,0.00030808,0.00030808
75,486.551,0.84538,0.66338,1.06893,0.74028,0.75634,0.84239,0.46021,1.6166,1.22677,1.7432,0.000297081,0.000297081,0.000297081
76,492.183,0.76948,0.58564,1.01477,0.7743,0.74728,0.84146,0.46851,1.57024,1.12714,1.72289,0.000286083,0.000286083,0.000286083
77,498.229,0.82386,0.60734,1.04614,0.80243,0.75097,0.85243,0.47656,1.5678,1.0793,1.74998,0.000275084,0.000275084,0.000275084
78,504.769,0.8704,0.62955,1.08518,0.76609,0.75647,0.8383,0.47939,1.59532,1.0729,1.78667,0.000264085,0.000264085,0.000264085
79,510.217,0.75119,0.59504,1.00679,0.80816,0.73969,0.84372,0.4819,1.6001,1.08689,1.81025,0.000253086,0.000253086,0.000253086
80,515.406,0.77782,0.60505,1.04995,0.79339,0.74632,0.82827,0.46019,1.56896,1.12007,1.79964,0.000242087,0.000242087,0.000242087
81,520.694,0.76871,0.60266,1.03803,0.80145,0.74188,0.82677,0.46743,1.56013,1.17354,1.78797,0.000231088,0.000231088,0.000231088
82,526.454,0.77455,0.60394,1.07315,0.7915,0.77649,0.81282,0.48396,1.54291,1.16396,1.77627,0.000220089,0.000220089,0.000220089
83,532.224,0.77641,0.59004,1.05094,0.80192,0.79189,0.80221,0.47176,1.54889,1.18146,1.78135,0.00020909,0.00020909,0.00020909
84,538.663,0.76908,0.5805,1.05444,0.77032,0.80783,0.77861,0.47824,1.5481,1.23353,1.77668,0.000198091,0.000198091,0.000198091
85,543.446,0.77435,0.61763,1.03995,0.79391,0.79829,0.79643,0.48161,1.53944,1.2258,1.77816,0.000187092,0.000187092,0.000187092
86,549.112,0.73903,0.55356,1.02142,0.75839,0.79479,0.825,0.49108,1.5312,1.23501,1.77606,0.000176094,0.000176094,0.000176094
87,554.712,0.72252,0.54964,1.01827,0.72657,0.82335,0.84506,0.48672,1.52005,1.21159,1.76605,0.000165095,0.000165095,0.000165095
88,560.164,0.69869,0.51996,1.00235,0.76003,0.81693,0.85092,0.49127,1.52761,1.14831,1.75598,0.000154096,0.000154096,0.000154096
89,565.031,0.75713,0.61009,1.02024,0.7644,0.81794,0.84894,0.48937,1.52256,1.14219,1.7472,0.000143097,0.000143097,0.000143097
90,571.406,0.77432,0.58615,1.04627,0.78107,0.81808,0.84788,0.48992,1.51951,1.11229,1.75086,0.000132098,0.000132098,0.000132098
91,603.741,0.81371,0.5843,1.11439,0.77939,0.83366,0.84419,0.49424,1.5136,1.09447,1.75535,0.000121099,0.000121099,0.000121099
92,611.771,0.71082,0.5481,1.04125,0.78114,0.83447,0.8375,0.50667,1.4827,1.07331,1.75975,0.0001101,0.0001101,0.0001101
93,619.049,0.65671,0.49694,1.00299,0.77937,0.83231,0.83681,0.50559,1.47257,1.07673,1.76796,9.91012e-05,9.91012e-05,9.91012e-05
94,627.103,0.65368,0.50229,1.02651,0.73329,0.80757,0.82583,0.49487,1.48031,1.1265,1.78394,8.81023e-05,8.81023e-05,8.81023e-05
95,635.163,0.68194,0.50102,1.03154,0.73324,0.81143,0.82827,0.49747,1.49232,1.17708,1.79703,7.71034e-05,7.71034e-05,7.71034e-05
96,642.843,0.64395,0.48257,0.98952,0.75997,0.80911,0.82374,0.49542,1.50162,1.23078,1.78896,6.61045e-05,6.61045e-05,6.61045e-05
97,650.344,0.62648,0.48629,0.97543,0.75665,0.79052,0.82481,0.48537,1.50183,1.23518,1.78135,5.51056e-05,5.51056e-05,5.51056e-05
98,656.639,0.67218,0.48854,1.02868,0.75166,0.76775,0.82794,0.49279,1.50734,1.23691,1.78059,4.41067e-05,4.41067e-05,4.41067e-05
99,662.517,0.65091,0.50442,1.0586,0.76798,0.7656,0.82621,0.48844,1.51144,1.23097,1.77733,3.31078e-05,3.31078e-05,3.31078e-05
100,668.13,0.62224,0.52246,0.94355,0.78393,0.76552,0.82504,0.49034,1.51625,1.1986,1.77334,2.21089e-05,2.21089e-05,2.21089e-05
