epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,59.0086,1.43697,1.1905,1.21279,0.78219,0.81218,0.87038,0.46199,1.58431,1.10423,1.59797,0.000270313,0.000270313,0.000270313
33,60.6747,1.20959,1.03817,1.12853,0.80055,0.79182,0.82398,0.46817,1.51481,1.2005,1.5818,0.000264596,0.000264596,0.000264596
34,62.3735,1.39808,1.16891,1.28806,0.77964,0.79969,0.82034,0.4551,1.5677,1.2488,1.64443,0.000257999,0.000257999,0.000257999
35,64.0265,1.16345,0.98727,1.15623,0.78886,0.64088,0.79081,0.42366,1.59741,1.35727,1.71015,0.000250522,0.000250522,0.000250522
36,65.6164,1.20755,0.99778,1.13132,0.54252,0.62619,0.68965,0.40209,1.54853,1.64837,1.6944,0.000242165,0.000242165,0.000242165
37,67.2167,1.1277,0.96897,1.15271,0.70619,0.77608,0.77935,0.45234,1.52277,1.22466,1.64342,0.000232928,0.000232928,0.000232928
38,68.8151,1.0272,0.91957,1.09546,0.67843,0.81046,0.81817,0.47975,1.51924,1.15044,1.61381,0.000222811,0.000222811,0.000222811
39,70.5283,1.16831,1.03003,1.17709,0.6811,0.74856,0.82356,0.48441,1.52291,1.19993,1.56779,0.000211814,0.000211814,0.000211814
40,72.1758,1.05527,0.88948,1.14035,0.88507,0.61896,0.82246,0.46054,1.63761,1.26648,1.63059,0.000199938,0.000199938,0.000199938
41,87.5319,0.99099,1.01486,1.09476,0.8006,0.73763,0.83435,0.4705,1.66861,1.12394,1.6374,0.000187181,0.000187181,0.000187181
42,89.1578,1.09893,0.95914,1.11691,0.7125,0.80357,0.79922,0.43054,1.70173,1.0699,1.65342,0.000173545,0.000173545,0.000173545
43,90.9355,1.05118,0.87304,1.1238,0.67603,0.79491,0.74895,0.42679,1.64193,1.1197,1.60604,0.000159029,0.000159029,0.000159029
44,92.4991,1.13306,0.97324,1.09479,0.6552,0.8165,0.75566,0.42564,1.61517,1.12327,1.57,0.000143632,0.000143632,0.000143632
45,94.1125,1.03165,0.84858,1.1807,0.67748,0.82523,0.77907,0.44761,1.62194,1.07535,1.56561,0.000127356,0.000127356,0.000127356
46,95.7298,0.95553,0.83352,1.07427,0.74646,0.75314,0.78098,0.44972,1.61881,1.03447,1.57682,0.0001102,0.0001102,0.0001102
47,97.3634,0.958,0.76798,1.04517,0.70269,0.74396,0.79534,0.47134,1.60605,1.02153,1.57245,9.21641e-05,9.21641e-05,9.21641e-05
48,98.9483,0.9798,0.9287,1.11126,0.66668,0.86341,0.81244,0.4778,1.57358,1.01729,1.5435,7.32482e-05,7.32482e-05,7.32482e-05
49,100.525,0.93955,0.79578,1.08335,0.82025,0.67487,0.81951,0.47696,1.56011,1.04757,1.51661,5.34524e-05,5.34524e-05,5.34524e-05
50,102.115,1.00744,0.7549,1.06663,0.6846,0.7119,0.79451,0.45872,1.55781,1.08251,1.51002,3.27767e-05,3.27767e-05,3.27767e-05
